0.1111,0.7778
0.1111,0.8889
0.1111,0.8889
0.1111,0.8889
0.1111,0.8889
0.1111,0.8889
0.1111,0.8889
0.1111,0.8889
0.1111,0.8889
0.1111,0.8889

0.0278,0.1944
0.0556,0.2222
0.0833,0.2222
0.1389,0.2222
0.2222,0.2222
0.3333,0.2222
0.5278,0.2222
0.6667,0.2222
0.75,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.9167,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222

0.0278,0.1944
0.0556,0.2222
0.0833,0.2222
0.1667,0.2222
0.2778,0.2222
0.4722,0.2222
0.6389,0.2222
0.7222,0.2222
0.75,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.7778,0.2222
0.9722,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222
1.0,0.2222

0.0476,0.3333
0.0952,0.381
0.1429,0.381
0.2381,0.381
0.3333,0.381
0.381,0.381
0.4286,0.381
0.4286,0.381
0.4286,0.381
0.4286,0.381
0.4286,0.381
0.4286,0.381
0.4286,0.381
0.4286,0.381
0.4286,0.381
0.4286,0.381
0.619,0.381
0.7619,0.381
0.9048,0.381
0.9524,0.381
1.0,0.381
1.0,0.381

0.0769,0.5385
0.0769,0.6154
0.0769,0.6154
0.0769,0.6154
0.0769,0.6154
0.0769,0.6154
0.0769,0.6154
0.0769,0.6154
0.0769,0.6154
0.0769,0.6154
0.0769,0.6154
0.0769,0.6154
0.1538,0.6154
0.3077,0.6154

0.0476,0.1905
0.0952,0.1905
0.1905,0.1905
0.2857,0.1905
0.381,0.1905
0.4762,0.1905
0.5714,0.1905
0.6667,0.1905
0.7619,0.1905
0.8095,0.1905
0.8095,0.1905
0.8095,0.1905
0.8095,0.1905
0.8095,0.1905
0.8095,0.1905
0.8095,0.1905
0.9524,0.1905
1.0,0.1905
1.0,0.1905
1.0,0.1905
1.0,0.1905
1.0,0.1905

0.0385,0.2692
0.0769,0.3077
0.1538,0.3077
0.2692,0.3077
0.3846,0.3077
0.4615,0.3077
0.5385,0.3077
0.5769,0.3077
0.6154,0.3077
0.6538,0.3077
0.6923,0.3077
0.6923,0.3077
0.6923,0.3077
0.6923,0.3077
0.6923,0.3077
0.6923,0.3077
0.6923,0.3077
0.6923,0.3077
0.6923,0.3077
0.8846,0.3077
1.0,0.3077
1.0,0.3077
1.0,0.3077
1.0,0.3077
1.0,0.3077
1.0,0.3077
1.0,0.3077

